1-3JK5V6||CLI CF||126984||DELTA AIRLINES CDG CARGO OPS||Actif||Entreprise||Facturation||DELTA AIRLINES CDG CARGO OPS||1-3M-3411||DELTA AIR LINES INC||000826||-||||Y||1-3Y-1558||||STD||N||Mensuel||produit||Y||PAPIER||30||Chèque||||||||||No Match Row Id||1-MCCYG||||||||||||||
1-3K4DN0||CLI CF||126987||TELEPHONIE - SITE DE NANTERRE||Actif||Entreprise||Facturation||TELEPHONIE - SITE DE NANTERRE||1-3L-3187||CHRONOPOST||002463||FR82383960135||||N||1-2D9ITI||||STD||N||Mensuel||produit||N||PAPIER||30||Chèque||||||||||No Match Row Id||1-1UD57G||||||||||||||
1-3K4DNB||CLI CF||126988||DATA - SITE DE NANTERRE||Actif||Entreprise||Facturation||DATA - SITE DE NANTERRE||1-3L-3187||CHRONOPOST - SECURISATION DATA||126578||FR82383960135||||N||1-3Z-854||||STD||N||Mensuel||produit||N||PAPIER||30||Chèque||||||||||No Match Row Id||1-1UD57G||||||||||||||
1-3K85I6||CLI CF||126989||AIRVIANCE||Actif||Entreprise||Facturation||AIRVIANCE||1-3M-3446||AIRVIANCE||127015||FR73530504240||||Y||1-CJ4HB||||STD||N||Mensuel||produit||N||PAPIER||30||Chèque||||||||||No Match Row Id||1-3L2YQ||||||||||||||
1-3K85KO||CLI CF||126990||AIRVIANCE TETRA||Actif||Entreprise||Facturation||AIRVIANCE TETRA||1-3M-3446||AIRVIANCE||127015||FR73530504240||||Y||1-CJ4HB||||STD||N||Mensuel||produit||N||PAPIER||30||Chèque||||||||||No Match Row Id||1-3L2YQ||||||||||||||
1-3KB147||CLI CF||126991||BELUGA CF126991||Actif||Entreprise||Facturation||BELUGA CF126991||1-3L-3185||BELUGA||126965||||||Y||1-38VAI3||||STD||N||Mensuel||produit||Y||PAPIER||30||Chèque||||||||||No Match Row Id||1-31MGYP||||||||||||||
1-3KD6B3||CLI CF||126992||025154 - PAUL RDC||Actif||Entreprise||Facturation||025154 - PAUL RDC||1-3M-3419||ELIOR ORLY SUD||011871||FR70385312020||||Y||1-3Y-199||||STD||N||Mensuel||produit||N||PAPIER||30||Chèque||||||||||No Match Row Id||1-2U-51||||||38531202000022||||||||
1-3KNSA4||CLI CF||126993||CHA1403943 HEBERGEMENT PLATEFORME HUB ID||Actif||Entreprise||Facturation||CHA1403943 HEBERGEMENT PLATEFORME HUB ID||1-3L-3169||HUB ONE MOBILITY||124332||-||||Y||1-NRESL||||STD||N||Mensuel||produit||Y||PAPIER||30||Chèque||||||||||No Match Row Id||1-2U-191||||||||||||||
1-3KSNA3||CLI CF||126994||361287 - RELAY OLS HALL B SCHENGEN||Actif||Entreprise||Facturation||361287 - RELAY OLS HALL B SCHENGEN||||LAGARDERE TRAVEL RETAIL FRANCE SNC||010752||FR25542095336||||Y||1-4SY19||||STD||N||Mensuel||produit||N||PAPIER||30||Chèque||||||||||No Match Row Id||1-2U-51||||||54209533613446||||||||
1-3L-1125||CLI CF||000025||DMC  DIRECTION MARKETING COMMERCIAL||Actif||Entreprise||Facturation||DMC  DIRECTION MARKETING COMMERCIAL||1-3L-3169||DMC||DMC||||||N||1-3X-560||||ADP||N||Mensuel||ADP||N||PAPIER||30||Chèque||||||||||||1-2U-187||||||||||||||
1-3L-1126||CLI CF||000027||DMCI  AGENCE GRAPHIQUE||Actif||Entreprise||Facturation||DMCI  AGENCE GRAPHIQUE||1-3L-3169||DMC||DMC||||||N||1-3X-560||||ADP||N||Mensuel||ADP||N||PAPIER||30||Chèque||||||||||||1-2U-187||||||||||||||
1-3M-2831||CLI CF||103078||EVENEMENTIEL - F103078||Actif||Entreprise||Facturation||EVENEMENTIEL - F103078||1-3L-3171||GF-BOUYGUES TELECOMS-SCE COMPTABILITE||018768||||||Y||1-3X-553||||STD||N||Mensuel||produit||N||PAPIER||30||Chèque||FR||||FR||||||1-2U-73||||||||||||||
